,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Annual_Rainfall
8024,Wheat,Loamy,6.5,20.83490769824288,79.16509230175713,9.424762761053984,77.0,60.0,45.0,579.7
8025,Corn,Clay,6.25,13.22225320512088,80.0,12.00577079129902,72.0,55.00000000000001,40.0,671.1
8026,Rice,Loamy,6.5,14.846209044230116,80.0,10.619688385801243,91.0,72.0,55.00000000000001,1339.2
8027,Barley,Saline,8.0,25.3910776406571,74.6089223593429,14.247940800312218,65.0,55.0,45.0,650.5
8028,Cotton,Peaty,5.5,18.0934594959868,80.0,11.696069646792242,60.50000000000001,49.50000000000001,42.0,1189.6
8029,Sugarcane,Loamy,6.5,17.13156174920814,80.0,13.549583062734344,91.0,72.0,60.0,1488.1
8030,Tomato,Clay,6.25,16.333422608513906,80.0,11.913156267946423,60.0,45.0,40.0,810.0
8031,Potato,Loamy,6.5,30.761566328610275,69.23843367138973,9.3706902331477,77.0,60.0,45.0,541.6
8032,Wheat,Loamy,6.5,16.46572647755322,80.0,12.087166140610496,77.0,60.0,45.0,567.6
8033,Corn,Saline,8.0,28.21593135149535,71.78406864850464,9.958037635521832,78.0,60.50000000000001,45.0,729.0
8034,Rice,Peaty,5.5,21.602977706949744,78.39702229305026,11.197137080631526,71.5,54.0,38.5,1411.5
8035,Barley,Loamy,6.5,14.856146232364289,80.0,15.165281529631748,70.0,60.0,50.0,433.8
8036,Cotton,Loamy,6.5,18.63867940174074,80.0,6.12329651604392,77.0,66.0,60.0,683.6
8037,Sugarcane,Peaty,5.5,24.957563260113915,75.04243673988609,11.073796834370372,71.5,54.0,42.0,1029.8
8038,Tomato,Peaty,5.5,20.31417209638793,79.68582790361206,7.276076205365614,55.0,40.5,35.0,1195.7
8039,Potato,Saline,8.0,22.5864232255942,77.41357677440581,9.682270946323245,71.5,55.0,40.5,612.4
8040,Wheat,Peaty,5.5,21.208115346116408,78.79188465388359,8.564826162226925,60.50000000000001,45.0,31.5,779.9
8041,Corn,Clay,6.25,16.76756911734783,80.0,13.118451250500266,72.0,55.00000000000001,40.0,785.9
8042,Rice,Clay,6.25,18.15971524674518,80.0,13.346489436881164,78.0,60.0,44.0,1348.7
8043,Barley,Saline,8.0,17.15965414355887,80.0,7.95771045816916,65.0,55.0,45.0,568.2
8044,Cotton,Peaty,5.5,17.50152415014505,80.0,13.830443023290504,60.50000000000001,49.50000000000001,42.0,658.3
8045,Sugarcane,Peaty,5.5,18.411797675767865,80.0,11.271032504883928,71.5,54.0,42.0,1076.4
8046,Tomato,Clay,6.25,26.25689951203788,73.74310048796212,12.195391324398456,60.0,45.0,40.0,1069.1
8047,Potato,Loamy,6.5,18.62683889833797,80.0,6.671909362157534,77.0,60.0,45.0,592.0
8048,Wheat,Sandy,6.75,21.681802824593728,78.31819717540627,11.09882240133702,55.00000000000001,40.0,27.0,628.6
8049,Corn,Peaty,5.5,12.360365329845584,80.0,6.181638402558628,66.0,49.50000000000001,35.0,1064.1
8050,Rice,Peaty,5.5,18.657550701558016,80.0,9.93321343115456,71.5,54.0,38.5,1252.2
8051,Barley,Loamy,6.5,11.508815289055752,80.0,13.10916170415701,70.0,60.0,50.0,766.4
8052,Cotton,Saline,8.0,12.379890704536953,80.0,11.306779641912565,71.5,60.50000000000001,54.0,1039.7
8053,Sugarcane,Loamy,6.5,27.17123234135186,72.82876765864813,12.44751709771447,91.0,72.0,60.0,1093.1
8054,Tomato,Clay,6.25,24.542777411009563,75.45722258899043,13.42898921445784,60.0,45.0,40.0,1042.5
8055,Potato,Peaty,5.5,27.634975879982857,72.36502412001714,15.270787463442456,60.50000000000001,45.0,31.5,508.8
8056,Wheat,Loamy,6.5,18.948363171307403,80.0,8.373616399851716,77.0,60.0,45.0,533.1
8057,Corn,Clay,6.25,9.409637205225362,80.0,8.58568337828033,72.0,55.00000000000001,40.0,947.8
8058,Rice,Saline,8.0,22.237525687421225,77.76247431257877,11.59551474208481,84.5,66.0,49.50000000000001,1411.4
8059,Barley,Clay,6.25,14.68871521173945,80.0,10.707574243229816,60.0,50.0,40.0,468.9
8060,Cotton,Saline,8.0,18.20190870376067,80.0,10.47688205833739,71.5,60.50000000000001,54.0,604.2
8061,Sugarcane,Clay,6.25,17.42251164434537,80.0,11.754279088547673,78.0,60.0,48.0,1398.7
8062,Tomato,Loamy,6.5,22.10297159276493,77.89702840723507,7.432475592398607,70.0,54.0,50.0,722.2
8063,Potato,Loamy,6.5,16.89686330365638,80.0,7.83893307895497,77.0,60.0,45.0,632.7
8064,Wheat,Sandy,6.75,21.80672237383297,78.19327762616703,9.93103442483322,55.00000000000001,40.0,27.0,534.0
8065,Corn,Clay,6.25,14.58268068495036,80.0,11.764803069029284,72.0,55.00000000000001,40.0,814.7
8066,Rice,Loamy,6.5,14.4437228424419,80.0,6.165912115625097,91.0,72.0,55.00000000000001,1497.0
8067,Barley,Clay,6.25,17.56223877872504,80.0,13.762827604439597,60.0,50.0,40.0,424.2
8068,Cotton,Peaty,5.5,17.721283453328923,80.0,6.779817634238819,60.50000000000001,49.50000000000001,42.0,1064.1
8069,Sugarcane,Saline,8.0,23.822693721248392,76.17730627875162,11.0317013938986,84.5,66.0,54.0,1136.5
8070,Tomato,Clay,6.25,20.77378846672203,79.22621153327796,8.678209875228172,60.0,45.0,40.0,1103.7
8071,Potato,Sandy,6.75,21.33105453194472,78.66894546805528,9.61422640494636,55.00000000000001,40.0,27.0,696.5
8072,Wheat,Peaty,5.5,25.744371041878225,74.25562895812178,10.84468398980333,60.50000000000001,45.0,31.5,643.6
8073,Corn,Saline,8.0,18.123653479400836,80.0,11.905211192674596,78.0,60.50000000000001,45.0,617.8
8074,Rice,Saline,8.0,21.87450771399967,78.12549228600034,11.192934922046293,84.5,66.0,49.50000000000001,1347.2
8075,Barley,Clay,6.25,16.03888269139847,80.0,7.260666048449234,60.0,50.0,40.0,630.3
8076,Cotton,Sandy,6.75,16.182540194791756,80.0,10.63608043625939,55.00000000000001,44.0,36.0,973.6
8077,Sugarcane,Sandy,6.75,22.47004533506452,77.52995466493549,10.188556518878473,65.0,48.0,36.0,1275.4
8078,Tomato,Clay,6.25,16.977514705886236,80.0,7.938437349360115,60.0,45.0,40.0,691.9
8079,Potato,Clay,6.25,21.463204396998904,78.5367956030011,11.158550034277928,66.0,50.0,36.0,508.2
8080,Wheat,Peaty,5.5,20.21083910804945,79.78916089195056,8.897326204673853,60.50000000000001,45.0,31.5,680.2
8081,Corn,Peaty,5.5,8.996245287771806,80.0,8.64212680906243,66.0,49.50000000000001,35.0,715.7
8082,Rice,Clay,6.25,17.961953348050855,80.0,13.4823969460598,78.0,60.0,44.0,1250.3
8083,Barley,Loamy,6.5,24.8715157967934,75.1284842032066,13.921863766410464,70.0,60.0,50.0,477.1
8084,Cotton,Peaty,5.5,20.10505034003821,79.89494965996178,9.236329621390803,60.50000000000001,49.50000000000001,42.0,1045.9
8085,Sugarcane,Clay,6.25,21.09508069076976,78.90491930923024,8.788497724868947,78.0,60.0,48.0,1255.9
8086,Tomato,Peaty,5.5,25.60895245359684,74.39104754640316,11.052541333317375,55.0,40.5,35.0,1050.8
8087,Potato,Saline,8.0,15.412286217842404,80.0,5.758363891118664,71.5,55.0,40.5,666.1
8088,Wheat,Sandy,6.75,23.35753536528851,76.64246463471149,10.59192513306096,55.00000000000001,40.0,27.0,917.6
8089,Corn,Loamy,6.5,27.4294377441609,72.57056225583909,11.897720210063408,84.0,66.0,50.0,1062.0
8090,Rice,Peaty,5.5,16.010824904929414,80.0,9.649793406904545,71.5,54.0,38.5,1201.1
8091,Barley,Loamy,6.5,15.135318839489994,80.0,10.87215565825671,70.0,60.0,50.0,475.2
8092,Cotton,Loamy,6.5,10.3106247299352,80.0,7.087603802584256,77.0,66.0,60.0,719.4
8093,Sugarcane,Loamy,6.5,26.43128040885383,73.56871959114616,7.976061976392968,91.0,72.0,60.0,1186.9
8094,Tomato,Peaty,5.5,26.13285920751542,73.86714079248458,9.824959060341053,55.0,40.5,35.0,635.8
8095,Potato,Peaty,5.5,19.902825712468687,80.0,10.425364388249603,60.50000000000001,45.0,31.5,686.7
8096,Wheat,Sandy,6.75,10.120731660589856,80.0,12.30832172922752,55.00000000000001,40.0,27.0,816.2
8097,Corn,Loamy,6.5,17.039719592859285,80.0,13.04372840473756,84.0,66.0,50.0,806.4
8098,Rice,Loamy,6.5,18.57812079328822,80.0,11.248247113724736,91.0,72.0,55.00000000000001,1231.6
8099,Barley,Clay,6.25,26.6252157315759,73.3747842684241,8.2406876572548,60.0,50.0,40.0,778.1
8100,Cotton,Clay,6.25,16.429027648111283,80.0,11.921745567805957,66.0,55.00000000000001,48.0,842.0
8101,Sugarcane,Clay,6.25,22.667482865402025,77.33251713459798,7.449168595688869,78.0,60.0,48.0,1026.2
8102,Tomato,Sandy,6.75,16.970924890855056,80.0,13.63853131314657,50.0,36.0,30.0,1146.1
8103,Potato,Peaty,5.5,19.80187440631247,80.0,7.13685525106227,60.50000000000001,45.0,31.5,612.3
8104,Wheat,Saline,8.0,16.44565948846773,80.0,9.432429634699568,71.5,55.0,40.5,977.2
8105,Corn,Loamy,6.5,25.691616652869836,74.30838334713016,12.558667466914596,84.0,66.0,50.0,607.5
8106,Rice,Sandy,6.75,15.80267948491229,80.0,8.872831819228775,65.0,48.0,33.0,1212.0
8107,Barley,Sandy,6.75,19.89588587936707,80.0,14.99959308944366,50.0,40.0,30.0,530.5
8108,Cotton,Clay,6.25,27.898694229553808,72.10130577044619,9.834280158896538,66.0,55.00000000000001,48.0,1055.4
8109,Sugarcane,Sandy,6.75,18.994529736068102,80.0,5.176332627152402,65.0,48.0,36.0,1073.3
8110,Tomato,Clay,6.25,17.167726095324674,80.0,1.7209707624084205,60.0,45.0,40.0,906.4
8111,Potato,Clay,6.25,19.86621832005529,80.0,15.096013918700482,66.0,50.0,36.0,561.4
8112,Wheat,Saline,8.0,16.936575088937094,80.0,15.459841047590384,71.5,55.0,40.5,574.0
8113,Corn,Peaty,5.5,20.42137885851008,79.57862114148992,15.799504299807738,66.0,49.50000000000001,35.0,727.0
8114,Rice,Loamy,6.5,13.283409484519664,80.0,10.788034436309765,91.0,72.0,55.00000000000001,1477.5
8115,Barley,Saline,8.0,12.458514470903566,80.0,7.338056903682568,65.0,55.0,45.0,755.7
8116,Cotton,Loamy,6.5,23.69207553939077,76.30792446060923,14.853341891489018,77.0,66.0,60.0,1034.1
8117,Sugarcane,Clay,6.25,27.791364948673312,72.2086350513267,8.963165752249026,78.0,60.0,48.0,1185.7
8118,Tomato,Saline,8.0,19.661692749490083,80.0,16.974142565715994,65.0,49.5,45.0,877.5
8119,Potato,Loamy,6.5,19.15591956958052,80.0,3.270082455960837,77.0,60.0,45.0,684.6
8120,Wheat,Sandy,6.75,15.543948748527477,80.0,7.523785199411989,55.00000000000001,40.0,27.0,989.7
8121,Corn,Saline,8.0,13.692913441061258,80.0,7.7314377949859505,78.0,60.50000000000001,45.0,602.1
8122,Rice,Peaty,5.5,23.555132732910067,76.44486726708993,12.740176070911126,71.5,54.0,38.5,1281.8
8123,Barley,Sandy,6.75,17.647086717883006,80.0,11.40074037173154,50.0,40.0,30.0,568.5
8124,Cotton,Loamy,6.5,26.785704507490728,73.21429549250928,12.765787451067329,77.0,66.0,60.0,641.4
8125,Sugarcane,Saline,8.0,22.50099310456212,77.49900689543789,16.343128803912418,84.5,66.0,54.0,1178.6
8126,Tomato,Saline,8.0,16.724205268137172,80.0,9.956678881519824,65.0,49.5,45.0,787.7
8127,Potato,Peaty,5.5,18.28441244923937,80.0,12.905883339533842,60.50000000000001,45.0,31.5,626.5
8128,Wheat,Peaty,5.5,24.2483091665962,75.7516908334038,6.138859676944362,60.50000000000001,45.0,31.5,586.8
8129,Corn,Clay,6.25,25.86665976823313,74.13334023176687,10.12532603286868,72.0,55.00000000000001,40.0,806.0
8130,Rice,Clay,6.25,15.432225441421108,80.0,12.666240164636816,78.0,60.0,44.0,1369.9
8131,Barley,Loamy,6.5,14.994144440391931,80.0,9.34611254780962,70.0,60.0,50.0,548.0
8132,Cotton,Sandy,6.75,17.79885815119304,80.0,8.982607419555444,55.00000000000001,44.0,36.0,798.6
8133,Sugarcane,Clay,6.25,27.90982731768165,72.09017268231835,10.642500653696697,78.0,60.0,48.0,1224.8
8134,Tomato,Sandy,6.75,26.19616483054318,73.80383516945682,9.174878544265985,50.0,36.0,30.0,753.4
8135,Potato,Peaty,5.5,18.569812194740862,80.0,12.46223099278998,60.50000000000001,45.0,31.5,538.2
8136,Wheat,Sandy,6.75,19.54226620491244,80.0,17.659644123940957,55.00000000000001,40.0,27.0,980.8
8137,Corn,Clay,6.25,25.513944448693486,74.48605555130652,12.24552810964888,72.0,55.00000000000001,40.0,743.9
8138,Rice,Saline,8.0,20.958779935899376,79.04122006410063,11.254129983448095,84.5,66.0,49.50000000000001,1284.0
8139,Barley,Sandy,6.75,16.32774900394883,80.0,7.928643074072127,50.0,40.0,30.0,512.8
8140,Cotton,Saline,8.0,20.8677849578997,79.1322150421003,11.278041864532906,71.5,60.50000000000001,54.0,958.2
8141,Sugarcane,Sandy,6.75,16.297274360044973,80.0,8.112012931703909,65.0,48.0,36.0,1279.9
8142,Tomato,Peaty,5.5,15.48814724833666,80.0,5.660611958858521,55.0,40.5,35.0,1016.0
8143,Potato,Loamy,6.5,27.20788887803381,72.7921111219662,10.338268262637198,77.0,60.0,45.0,658.5
8144,Wheat,Saline,8.0,9.404009568713455,80.0,16.29701191586139,71.5,55.0,40.5,682.5
8145,Corn,Saline,8.0,17.057784509365494,80.0,15.167467684434172,78.0,60.50000000000001,45.0,635.5
8146,Rice,Peaty,5.5,20.85654549540416,79.14345450459584,9.825672911558632,71.5,54.0,38.5,1447.0
8147,Barley,Saline,8.0,31.57215851892524,68.42784148107476,6.394335701448449,65.0,55.0,45.0,496.2
8148,Cotton,Peaty,5.5,20.608459944198152,79.39154005580184,11.032557506785384,60.50000000000001,49.50000000000001,42.0,758.6
8149,Sugarcane,Loamy,6.5,24.89638396689616,75.10361603310383,7.551938238489291,91.0,72.0,60.0,1346.7
8150,Tomato,Loamy,6.5,21.85193998038096,78.14806001961904,4.908856996156636,70.0,54.0,50.0,898.1
8151,Potato,Sandy,6.75,17.152330972969057,80.0,14.457413910546432,55.00000000000001,40.0,27.0,604.7
8152,Wheat,Saline,8.0,27.954942130133325,72.04505786986667,10.553864259672038,71.5,55.0,40.5,711.0
8153,Corn,Saline,8.0,18.57314113143016,80.0,12.065871834795374,78.0,60.50000000000001,45.0,741.6
8154,Rice,Sandy,6.75,11.118740702294014,80.0,10.767416475788236,65.0,48.0,33.0,1372.7
8155,Barley,Clay,6.25,25.42065371286693,74.57934628713306,8.18682056125156,60.0,50.0,40.0,571.0
8156,Cotton,Clay,6.25,19.66113640509824,80.0,7.755058065501226,66.0,55.00000000000001,48.0,693.8
8157,Sugarcane,Clay,6.25,27.33172396209677,72.66827603790323,7.340086189170965,78.0,60.0,48.0,1101.9
8158,Tomato,Sandy,6.75,19.551631361779982,80.0,7.889736497431895,50.0,36.0,30.0,995.3
8159,Potato,Sandy,6.75,19.185540462960788,80.0,10.78580503478067,55.00000000000001,40.0,27.0,674.5
8160,Wheat,Saline,8.0,18.633134469681572,80.0,11.698018559378763,71.5,55.0,40.5,674.3
8161,Corn,Peaty,5.5,12.90627889645054,80.0,14.341544177072036,66.0,49.50000000000001,35.0,1132.5
8162,Rice,Sandy,6.75,15.549797454957195,80.0,9.61798246254053,65.0,48.0,33.0,1308.1
8163,Barley,Clay,6.25,21.771067978689857,78.22893202131014,10.310962027780988,60.0,50.0,40.0,727.8
8164,Cotton,Sandy,6.75,25.512203158908815,74.48779684109118,5.311988738662963,55.00000000000001,44.0,36.0,965.8
8165,Sugarcane,Clay,6.25,22.07698846051752,77.92301153948249,7.000363178305983,78.0,60.0,48.0,1072.7
8166,Tomato,Saline,8.0,22.22912160295821,77.7708783970418,11.36742867969453,65.0,49.5,45.0,1080.3
8167,Potato,Saline,8.0,22.85679853582513,77.14320146417487,11.246767428147624,71.5,55.0,40.5,511.3
8168,Wheat,Clay,6.25,28.726662658649044,71.27333734135095,10.220322289790172,66.0,50.0,36.0,834.0
8169,Corn,Sandy,6.75,20.38501422849597,79.61498577150402,7.595159651041585,60.0,44.0,30.0,1146.3
8170,Rice,Loamy,6.5,16.443644808247072,80.0,8.004954558597717,91.0,72.0,55.00000000000001,1336.2
8171,Barley,Clay,6.25,34.58825047309201,65.41174952690798,11.222067426957196,60.0,50.0,40.0,622.8
8172,Cotton,Saline,8.0,24.239109993866453,75.76089000613355,8.909740744198846,71.5,60.50000000000001,54.0,718.2
8173,Sugarcane,Loamy,6.5,26.836845266610084,73.16315473338992,12.384656654883264,91.0,72.0,60.0,1269.8
8174,Tomato,Peaty,5.5,18.716826440904548,80.0,7.641794112221111,55.0,40.5,35.0,1199.2
8175,Potato,Clay,6.25,17.40180931230412,80.0,9.202737613024812,66.0,50.0,36.0,587.6
8176,Wheat,Loamy,6.5,19.348149877463616,80.0,10.138424628148105,77.0,60.0,45.0,892.7
8177,Corn,Loamy,6.5,17.089625840586546,80.0,11.980026522871045,84.0,66.0,50.0,1028.5
8178,Rice,Saline,8.0,23.350800354992483,76.64919964500751,7.654591491442984,84.5,66.0,49.50000000000001,1257.4
8179,Barley,Sandy,6.75,17.699708932327166,80.0,5.421249575900179,50.0,40.0,30.0,710.2
8180,Cotton,Saline,8.0,19.99998015256052,80.0,13.881533595917467,71.5,60.50000000000001,54.0,1012.6
8181,Sugarcane,Peaty,5.5,20.562555903966278,79.43744409603373,13.377654331869852,71.5,54.0,42.0,1452.5
8182,Tomato,Sandy,6.75,18.717861382150332,80.0,15.469703304624254,50.0,36.0,30.0,944.6
8183,Potato,Sandy,6.75,13.039530987483884,80.0,6.747501390403219,55.00000000000001,40.0,27.0,680.1
8184,Wheat,Saline,8.0,20.845346609856197,79.1546533901438,10.073635628348017,71.5,55.0,40.5,512.0
8185,Corn,Loamy,6.5,20.103905204493184,79.89609479550681,11.46620809449741,84.0,66.0,50.0,897.7
8186,Rice,Sandy,6.75,13.39355442338012,80.0,5.739418205521703,65.0,48.0,33.0,1299.1
8187,Barley,Saline,8.0,16.038596889480342,80.0,9.040476889566229,65.0,55.0,45.0,686.0
8188,Cotton,Saline,8.0,21.33102656194462,78.66897343805539,4.371636217142856,71.5,60.50000000000001,54.0,893.2
8189,Sugarcane,Clay,6.25,13.595252154602122,80.0,9.798586335605808,78.0,60.0,48.0,1213.0
8190,Tomato,Peaty,5.5,18.96022975864745,80.0,9.879702242443196,55.0,40.5,35.0,1076.0
8191,Potato,Saline,8.0,19.866162608523812,80.0,13.103230589512764,71.5,55.0,40.5,607.2
8192,Wheat,Loamy,6.5,24.39928368973712,75.60071631026288,16.918492007741904,77.0,60.0,45.0,809.1
8193,Corn,Loamy,6.5,18.82378881516281,80.0,8.748932183707428,84.0,66.0,50.0,885.8
8194,Rice,Saline,8.0,21.22179208986008,78.77820791013991,8.375684307364343,84.5,66.0,49.50000000000001,1477.6
8195,Barley,Saline,8.0,18.65831305029607,80.0,10.814542946574903,65.0,55.0,45.0,514.7
8196,Cotton,Loamy,6.5,19.69776596628274,80.0,15.173481602062711,77.0,66.0,60.0,713.3
8197,Sugarcane,Sandy,6.75,18.58048066418497,80.0,10.54526719116225,65.0,48.0,36.0,1212.4
8198,Tomato,Peaty,5.5,18.4395235945274,80.0,9.208412436017207,55.0,40.5,35.0,707.3
8199,Potato,Clay,6.25,16.730542703062106,80.0,14.751010304040555,66.0,50.0,36.0,510.6
8200,Wheat,Saline,8.0,22.38119195733999,77.61880804266,10.634852617250786,71.5,55.0,40.5,884.7
8201,Corn,Saline,8.0,26.60605658575118,73.39394341424882,16.52114020919589,78.0,60.50000000000001,45.0,822.1
8202,Rice,Sandy,6.75,15.388238888026171,80.0,9.686732975086734,65.0,48.0,33.0,1267.5
8203,Barley,Clay,6.25,12.030680510398044,80.0,8.598764584530825,60.0,50.0,40.0,781.8
8204,Cotton,Clay,6.25,18.33332567694544,80.0,8.674021016903872,66.0,55.00000000000001,48.0,638.3
8205,Sugarcane,Clay,6.25,14.015603261885204,80.0,12.613297202211829,78.0,60.0,48.0,1380.0
8206,Tomato,Sandy,6.75,18.73478134064632,80.0,12.71171366639154,50.0,36.0,30.0,1148.5
8207,Potato,Peaty,5.5,16.816300390412046,80.0,13.254483178331396,60.50000000000001,45.0,31.5,517.0
8208,Wheat,Loamy,6.5,16.55070852869857,80.0,14.960029367451146,77.0,60.0,45.0,696.3
8209,Corn,Saline,8.0,15.946934502631668,80.0,11.450502079798088,78.0,60.50000000000001,45.0,1087.7
8210,Rice,Sandy,6.75,28.639715499764705,71.3602845002353,10.699819003124956,65.0,48.0,33.0,1420.5
8211,Barley,Loamy,6.5,11.578813339246096,80.0,12.431566266769146,70.0,60.0,50.0,554.3
8212,Cotton,Saline,8.0,21.888489426470915,78.11151057352909,12.418304375112276,71.5,60.50000000000001,54.0,660.8
8213,Sugarcane,Saline,8.0,21.929894489216,78.070105510784,12.935400030552918,84.5,66.0,54.0,1201.8
8214,Tomato,Sandy,6.75,25.489254549849907,74.5107454501501,6.660435548136105,50.0,36.0,30.0,1198.1
8215,Potato,Loamy,6.5,16.219008713591403,80.0,11.868153403857724,77.0,60.0,45.0,651.3
8216,Wheat,Clay,6.25,25.043765757576928,74.95623424242308,7.100819111097108,66.0,50.0,36.0,556.4
8217,Corn,Clay,6.25,22.32975211550792,77.67024788449208,13.718289382720458,72.0,55.00000000000001,40.0,1188.0
8218,Rice,Saline,8.0,11.239351388100966,80.0,14.30817714094628,84.5,66.0,49.50000000000001,1435.4
8219,Barley,Saline,8.0,17.747191981880043,80.0,8.880972449790809,65.0,55.0,45.0,515.7
8220,Cotton,Saline,8.0,16.345693832304004,80.0,7.2038513240720174,71.5,60.50000000000001,54.0,961.9
8221,Sugarcane,Loamy,6.5,14.512264051953265,80.0,11.354943825914996,91.0,72.0,60.0,1416.2
8222,Tomato,Clay,6.25,22.943109680018612,77.05689031998139,12.102116313820638,60.0,45.0,40.0,741.0
8223,Potato,Sandy,6.75,22.867473659295253,77.13252634070474,5.640061863736954,55.00000000000001,40.0,27.0,676.6
8224,Wheat,Loamy,6.5,18.81340416343128,80.0,5.956158913981759,77.0,60.0,45.0,761.8
8225,Corn,Saline,8.0,19.850464932665798,80.0,6.473668757946498,78.0,60.50000000000001,45.0,755.4
8226,Rice,Clay,6.25,25.262849929267404,74.7371500707326,13.193786280669318,78.0,60.0,44.0,1280.0
8227,Barley,Sandy,6.75,19.93262632583,80.0,9.630680992472772,50.0,40.0,30.0,751.8
8228,Cotton,Loamy,6.5,18.105803376669336,80.0,8.376691733297772,77.0,66.0,60.0,957.9
8229,Sugarcane,Sandy,6.75,13.329029291510473,80.0,9.99111735743966,65.0,48.0,36.0,1326.1
8230,Tomato,Sandy,6.75,19.04248377069372,80.0,12.58936918061789,50.0,36.0,30.0,804.1
8231,Potato,Sandy,6.75,14.479195364541622,80.0,11.219294166474237,55.00000000000001,40.0,27.0,641.7
8232,Wheat,Sandy,6.75,14.169630370768711,80.0,12.530322577244911,55.00000000000001,40.0,27.0,795.2
8233,Corn,Saline,8.0,22.35069844342195,77.64930155657805,11.085906856162891,78.0,60.50000000000001,45.0,740.5
8234,Rice,Loamy,6.5,18.302411933303965,80.0,5.774984391996301,91.0,72.0,55.00000000000001,1471.0
8235,Barley,Sandy,6.75,25.582124177463196,74.41787582253681,10.364020682202948,50.0,40.0,30.0,724.1
8236,Cotton,Saline,8.0,22.27639851806705,77.72360148193295,12.743109447222375,71.5,60.50000000000001,54.0,1152.8
8237,Sugarcane,Saline,8.0,12.08632048758667,80.0,14.147753449978213,84.5,66.0,54.0,1025.6
8238,Tomato,Saline,8.0,24.784508822118703,75.21549117788129,10.111550073952664,65.0,49.5,45.0,1117.1
8239,Potato,Loamy,6.5,21.059434567642988,78.940565432357,6.7393997332857865,77.0,60.0,45.0,640.7
8240,Wheat,Saline,8.0,23.612874463338027,76.38712553666197,10.297339625977973,71.5,55.0,40.5,528.6
8241,Corn,Peaty,5.5,20.233559803049268,79.76644019695073,6.225986771680836,66.0,49.50000000000001,35.0,840.2
8242,Rice,Sandy,6.75,27.58201812624549,72.41798187375451,12.728942226129586,65.0,48.0,33.0,1394.9
8243,Barley,Loamy,6.5,16.85397733798914,80.0,8.397432376667464,70.0,60.0,50.0,530.2
8244,Cotton,Clay,6.25,25.24587855734481,74.75412144265519,12.794057213091373,66.0,55.00000000000001,48.0,1038.8
8245,Sugarcane,Peaty,5.5,20.841839436729124,79.15816056327088,13.348694440503069,71.5,54.0,42.0,1044.5
8246,Tomato,Sandy,6.75,20.69059981055116,79.30940018944884,10.357629672172072,50.0,36.0,30.0,746.7
8247,Potato,Loamy,6.5,25.79199367057217,74.20800632942783,9.61598724251109,77.0,60.0,45.0,621.7
8248,Wheat,Peaty,5.5,13.837610381555372,80.0,13.888101401092218,60.50000000000001,45.0,31.5,678.1
8249,Corn,Peaty,5.5,17.47442379643212,80.0,6.535447968037143,66.0,49.50000000000001,35.0,1052.9
8250,Rice,Sandy,6.75,21.980526605591205,78.01947339440879,12.781575878742965,65.0,48.0,33.0,1294.4
8251,Barley,Peaty,5.5,25.79426410253921,74.2057358974608,6.170993086455482,55.0,45.0,35.0,790.6
8252,Cotton,Peaty,5.5,15.836220563743147,80.0,9.717838419322185,60.50000000000001,49.50000000000001,42.0,881.8
8253,Sugarcane,Sandy,6.75,21.7697053290491,78.2302946709509,11.562254066810128,65.0,48.0,36.0,1111.8
8254,Tomato,Clay,6.25,22.034608705743903,77.9653912942561,12.141040660125627,60.0,45.0,40.0,679.2
8255,Potato,Sandy,6.75,21.906907450890667,78.09309254910933,10.035617831472152,55.00000000000001,40.0,27.0,548.0
8256,Wheat,Peaty,5.5,24.95896694075429,75.0410330592457,11.02355230516214,60.50000000000001,45.0,31.5,723.9
8257,Corn,Clay,6.25,26.282438438166057,73.71756156183395,9.893666269214012,72.0,55.00000000000001,40.0,1113.4
8258,Rice,Peaty,5.5,28.584487230767014,71.41551276923299,7.101017307103945,71.5,54.0,38.5,1204.5
8259,Barley,Peaty,5.5,16.081533057894426,80.0,7.953727563786937,55.0,45.0,35.0,515.2
8260,Cotton,Clay,6.25,22.13763003060444,77.86236996939556,8.633722686788257,66.0,55.00000000000001,48.0,878.7
8261,Sugarcane,Clay,6.25,21.88297304750229,78.11702695249771,5.566758321440066,78.0,60.0,48.0,1035.6
8262,Tomato,Peaty,5.5,16.788978651306294,80.0,15.092239373224938,55.0,40.5,35.0,982.4
8263,Potato,Sandy,6.75,13.556657080916358,80.0,8.200366303075658,55.00000000000001,40.0,27.0,666.8
8264,Wheat,Clay,6.25,18.88800013269008,80.0,10.4888983692056,66.0,50.0,36.0,552.8
8265,Corn,Peaty,5.5,16.355623427768958,80.0,9.694752682968533,66.0,49.50000000000001,35.0,793.1
8266,Rice,Sandy,6.75,21.56921549451017,78.43078450548983,12.030030607506603,65.0,48.0,33.0,1498.9
8267,Barley,Clay,6.25,19.262717557508186,80.0,8.235296391669767,60.0,50.0,40.0,427.3
8268,Cotton,Peaty,5.5,19.13244077902442,80.0,10.000430850861736,60.50000000000001,49.50000000000001,42.0,615.4
8269,Sugarcane,Loamy,6.5,20.552385078818528,79.44761492118147,10.95873448402643,91.0,72.0,60.0,1471.4
8270,Tomato,Peaty,5.5,17.119667745568037,80.0,9.985908571792937,55.0,40.5,35.0,728.8
8271,Potato,Clay,6.25,16.960863348173447,80.0,10.4796644655746,66.0,50.0,36.0,570.0
